source,target,type,source_type,target_type,0
283,165,cerca_de,cuadra,water_channel,0.44232967
284,165,cerca_de,cuadra,water_channel,0.35093725
285,157,cerca_de,cuadra,water_channel,0.94581175
285,165,cerca_de,cuadra,water_channel,0.1790133
286,157,cerca_de,cuadra,water_channel,0.8128186
286,165,cerca_de,cuadra,water_channel,0.11140923
287,157,cerca_de,cuadra,water_channel,0.6819986
287,165,cerca_de,cuadra,water_channel,0.06069565
288,157,cerca_de,cuadra,water_channel,0.7728616
288,165,cerca_de,cuadra,water_channel,0.14666797
289,157,cerca_de,cuadra,water_channel,0.7705036
289,165,cerca_de,cuadra,water_channel,0.1350571
290,157,cerca_de,cuadra,water_channel,0.9486413
290,165,cerca_de,cuadra,water_channel,0.24228236
291,157,cerca_de,cuadra,water_channel,0.95759016
291,165,cerca_de,cuadra,water_channel,0.30873445
292,165,cerca_de,cuadra,water_channel,0.4506348
293,165,cerca_de,cuadra,water_channel,0.31230053
294,165,cerca_de,cuadra,water_channel,0.39366645
295,165,cerca_de,cuadra,water_channel,0.48408207
296,165,cerca_de,cuadra,water_channel,0.5367572
297,165,cerca_de,cuadra,water_channel,0.61682975
298,165,cerca_de,cuadra,water_channel,0.5665441
299,157,cerca_de,cuadra,water_channel,0.60028046
299,159,cerca_de,cuadra,water_channel,0.53096485
299,165,cerca_de,cuadra,water_channel,0.295942
300,165,cerca_de,cuadra,water_channel,0.5206872
301,157,cerca_de,cuadra,water_channel,0.43144345
301,159,cerca_de,cuadra,water_channel,0.962715
301,165,cerca_de,cuadra,water_channel,0.010595593
302,157,cerca_de,cuadra,water_channel,0.36527443
302,159,cerca_de,cuadra,water_channel,0.95457447
302,165,cerca_de,cuadra,water_channel,0.009851179
303,157,cerca_de,cuadra,water_channel,0.27931714
303,159,cerca_de,cuadra,water_channel,0.95650214
303,165,cerca_de,cuadra,water_channel,0.008631278
304,165,cerca_de,cuadra,water_channel,0.21147983
305,157,cerca_de,cuadra,water_channel,0.14846918
305,159,cerca_de,cuadra,water_channel,0.9563252
305,165,cerca_de,cuadra,water_channel,0.0026351952
306,165,cerca_de,cuadra,water_channel,0.106565565
307,159,cerca_de,cuadra,water_channel,0.89887816
307,165,cerca_de,cuadra,water_channel,0.098141015
308,35,cerca_de,cuadra,water_channel,0.17947794
308,159,cerca_de,cuadra,water_channel,0.6186275
308,162,cerca_de,cuadra,water_channel,0.44436106
309,159,cerca_de,cuadra,water_channel,0.0
310,35,cerca_de,cuadra,water_channel,0.96093285
310,159,cerca_de,cuadra,water_channel,0.012924813
310,162,cerca_de,cuadra,water_channel,0.9676633
311,35,cerca_de,cuadra,water_channel,0.96862274
311,159,cerca_de,cuadra,water_channel,0.022993695
311,162,cerca_de,cuadra,water_channel,0.8021703
312,159,cerca_de,cuadra,water_channel,0.0
312,162,cerca_de,cuadra,water_channel,0.90228
313,159,cerca_de,cuadra,water_channel,0.0
314,159,cerca_de,cuadra,water_channel,0.0762667
315,159,cerca_de,cuadra,water_channel,0.1515657
316,159,cerca_de,cuadra,water_channel,0.2291718
317,159,cerca_de,cuadra,water_channel,0.38416195
318,159,cerca_de,cuadra,water_channel,0.31623748
319,35,cerca_de,cuadra,water_channel,0.34227696
319,159,cerca_de,cuadra,water_channel,0.29114136
319,162,cerca_de,cuadra,water_channel,0.649278
320,159,cerca_de,cuadra,water_channel,0.21141605
321,159,cerca_de,cuadra,water_channel,0.160177
322,159,cerca_de,cuadra,water_channel,0.15351804
323,159,cerca_de,cuadra,water_channel,0.35356382
324,159,cerca_de,cuadra,water_channel,0.3460504
325,159,cerca_de,cuadra,water_channel,0.45793343
326,159,cerca_de,cuadra,water_channel,0.39212403
327,159,cerca_de,cuadra,water_channel,0.5069916
328,159,cerca_de,cuadra,water_channel,0.65707606
329,35,cerca_de,cuadra,water_channel,0.29893434
329,159,cerca_de,cuadra,water_channel,0.2725578
329,162,cerca_de,cuadra,water_channel,0.532672
330,159,cerca_de,cuadra,water_channel,0.7781398
